collection_title,collection_description,accessRights,data_owner,description,title,titleAbr,language,issued,modified,publisher,publisherAbr,landingPage,downloadURL,contactPoint,identifier,data_type,study_type,study_subtype,topic,keyword,division,citation_requirements,gYearMonth,gYear,accrualPeriodicity,LocationType,idRegion,idCountry,idCountryAbr,idSubregion,datadescription:dictionary,sampledesign,representativeness,sampling_procedure,weighting,txtpanel,txtRound,txtCoverage,intHogs,intPers,intHogsexp,intPersexp,lnkQuest,lnkManual,lnkOther,lnkAll,lnkMerged,lnkOriginal,InkHarmonized
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Nacional de Ocupación y Empleo,ENOE,Spanish,2009,NA,Instituto Nacional de Estadística Geografica e Informática,INEGI,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2009,Trimestral,National,CID,México,MEX,NA,NA,NA,NA,NA,NA,NA,t3,Nacional,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/MEX/2009/t3,NA,\\Sdssrv03\surveys/survey/MEX/2009/t3/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Nacional de Ocupación y Empleo,ENOE,Spanish,2009,NA,Instituto Nacional de Estadística Geografica e Informática,INEGI,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2009,Trimestral,National,CID,México,MEX,NA,NA,NA,NA,NA,NA,NA,t4,Nacional,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/MEX/2009/t4,NA,\\Sdssrv03\surveys/survey/MEX/2009/t4/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Nacional de Hogares sobre medición de Niveles de Vida,EMNV,Spanish,2009,NA,Instituto Nacional de Estadísticas y Censos,INEC,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2009,NA,National,CID,Nicaragua,NIC,NA,NA,NA,NA,NA,NA,NA,m7_m10,Nacional,6515,30432,NA,NA,NA,\\Sdssrv03\surveys\survey\NIC\EMNV\2009\m7_m10\docs,NA,\\Sdssrv03\surveys\survey\NIC\EMNV\2009\m7_m10,\\Sdssrv03\surveys\survey\NIC\EMNV\2009\m7_m10\data_merge,\\Sdssrv03\surveys/survey/NIC/EMNV/2009/m7_m10/data_orig,\\Sdssrv03\surveys\harmonized\NIC\EMNV\data_arm
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta de Propósitos Múltiples,EPH,Spanish,2009,NA,Dirección de Estadística y Censos,DEC,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2009,Mensual,National,CID,Panamá,PAN,NA,NA,NA,NA,NA,NA,NA,m3,Nacional,13070,48337,NA,NA,NA,\\Sdssrv03\surveys/survey/PAN/EPH/2009/m3/docs,NA,\\Sdssrv03\surveys\survey\PAN\EPH\2009\m3,NA,\\Sdssrv03\surveys/survey/PAN/EPH/2009/m3/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta de Hogares,EH,Spanish,2009,NA,Dirección de Estadística y Censos,DEC,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2009,NA,National,CID,Panamá,PAN,NA,NA,NA,NA,NA,NA,NA,m8,Nacional,13386,49573,NA,NA,NA,\\Sdssrv03\surveys/survey/PAN/EH/2009/m8/docs,NA,\\Sdssrv03\surveys\survey\PAN\EH\2009\m8,\\Sdssrv03\surveys/survey/PAN/2009/m8/data_merge,\\Sdssrv03\surveys/survey/PAN/EH/2009/m8/data_orig,\\Sdssrv03\surveys\harmonized\PAN\EH\data_arm
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Permanente de Hogares,EPH,Spanish,2009,NA,Dirección General de Estadística Y Censos,DGEC,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2009,NA,National,CSC,Paraguay,PRY,NA,NA,NA,NA,NA,NA,NA,m10_m12,Nacional,4439,18419,1520363,6273103,NA,NA,NA,\\Sdssrv03\surveys/survey/PRY/EPH/2009/m10_m12,NA,\\Sdssrv03\surveys/survey/PRY/EPH/2009/m10_m12/data_orig,\\Sdssrv03\surveys/harmonized/PRY/EPH/data_arm
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Continua de Hogares,ECH,Spanish,2009,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2009,Anual,National,CAN,Perú,PER,NA,NA,NA,NA,NA,NA,NA,a,Nacional,46936,132599,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Nacional de Hogares,ENAHO,Spanish,2009,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2009,NA,National,CAN,Perú,PER,NA,NA,NA,NA,NA,NA,NA,a,Nacional,21753,92503,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/PER/ENAHO/2009/a,NA,\\Sdssrv03\surveys/survey/PER/ENAHO/2009/a/data_orig,\\Sdssrv03\surveys/harmonized/PER/ENAHO/data_arm
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Encuesta Permanente de Empleo,EPE,Spanish,2009,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2009,NA,National,CAN,Perú,PER,NA,NA,NA,NA,NA,NA,NA,m1_m2_m3,"Área Metropolitana de
Lima y Callao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Encuesta Permanente de Empleo,EPE,Spanish,2009,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2009,NA,National,CAN,Perú,PER,NA,NA,NA,NA,NA,NA,NA,m10_m11_m12,"Área Metropolitana de
Lima y Callao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Encuesta Permanente de Empleo,EPE,Spanish,2009,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2009,NA,National,CAN,Perú,PER,NA,NA,NA,NA,NA,NA,NA,m11_m12_m1,"Área Metropolitana de
Lima y Callao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Encuesta Permanente de Empleo,EPE,Spanish,2009,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2009,NA,National,CAN,Perú,PER,NA,NA,NA,NA,NA,NA,NA,m2_m3_m4,"Área Metropolitana de
Lima y Callao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Encuesta Permanente de Empleo,EPE,Spanish,2009,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2009,NA,National,CAN,Perú,PER,NA,NA,NA,NA,NA,NA,NA,m3_m4_m5,"Área Metropolitana de
Lima y Callao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Encuesta Permanente de Empleo,EPE,Spanish,2009,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2009,NA,National,CAN,Perú,PER,NA,NA,NA,NA,NA,NA,NA,m4_m5_m6,"Área Metropolitana de
Lima y Callao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Encuesta Permanente de Empleo,EPE,Spanish,2009,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2009,NA,National,CAN,Perú,PER,NA,NA,NA,NA,NA,NA,NA,m5_m6_m7,"Área Metropolitana de
Lima y Callao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Encuesta Permanente de Empleo,EPE,Spanish,2009,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2009,NA,National,CAN,Perú,PER,NA,NA,NA,NA,NA,NA,NA,m6_m7_m8,"Área Metropolitana de
Lima y Callao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Encuesta Permanente de Empleo,EPE,Spanish,2009,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2009,NA,National,CAN,Perú,PER,NA,NA,NA,NA,NA,NA,NA,m7_m8_m9,"Área Metropolitana de
Lima y Callao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Encuesta Permanente de Empleo,EPE,Spanish,2009,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2009,NA,National,CAN,Perú,PER,NA,NA,NA,NA,NA,NA,NA,m8_m9_m10,"Área Metropolitana de
Lima y Callao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Encuesta Permanente de Empleo,EPE,Spanish,2009,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2009,NA,National,CAN,Perú,PER,NA,NA,NA,NA,NA,NA,NA,m9_m10_m11,"Área Metropolitana de
Lima y Callao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Nacional de Hogares,ENAHO,Spanish,2009,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2009,Trimestral,National,CAN,Perú,PER,NA,NA,NA,NA,NA,NA,NA,t1,Nacional,5280,22564,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Nacional de Hogares,ENAHO,Spanish,2009,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2009,Trimestral,National,CAN,Perú,PER,NA,NA,NA,NA,NA,NA,NA,t2,Nacional,5374,21323,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Nacional de Hogares,ENAHO,Spanish,2009,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2009,Trimestral,National,CAN,Perú,PER,NA,NA,NA,NA,NA,NA,NA,t3,Nacional,5407,21396,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Nacional de Fuerza de Trabajo,ENFT,Spanish,2009,NA,Banco Central de la Republica Dominicana,BCRD,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2009,NA,National,CID,República Dominicana,DOM,NA,NA,NA,NA,NA,NA,NA,m10,Nacional,8287,30448,NA,NA,NA,\\Sdssrv03\surveys\survey\DOM\ENFT\2009\m10\docs,NA,\\Sdssrv03\surveys\survey\DOM\ENFT\2009\m10,\\Sdssrv03\surveys\survey\DOM\ENFT\2009\m10\data_merge,\\Sdssrv03\surveys/survey/DOM/ENFT/2009/m10/data_orig,\\Sdssrv03\surveys/harmonized/DOM/ENFT/data_arm
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Nacional de Fuerza de Trabajo,ENFT,Spanish,2009,NA,Banco Central de la Republica Dominicana,BCRD,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2009,Mensual,National,CID,República Dominicana,DOM,NA,NA,NA,NA,NA,NA,NA,m4,Nacional,8362,30730,NA,NA,NA,\\Sdssrv03\surveys\survey\DOM\ENFT\2009\m4\docs,NA,\\Sdssrv03\surveys\survey\DOM\ENFT\2009\m4,\\Sdssrv03\surveys\survey\DOM\ENFT\2009\m4\data_merge,\\Sdssrv03\surveys/survey/DOM/ENFT/2009/m4/data_orig,na
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Household Budget Survey,HBS,English,2009,NA,General Bureau of Statistics (GBS),NA,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2009,NA,National,CCB,Suriname,SUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Continuous Sample Survey of Population ,CSSP,English,2009,NA,"Central Statistical Office, Office of the Prime Minister",CSO,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2009,NA,National,CCB,Trinidad y Tobago,TTO,NA,NA,NA,NA,NA,NA,NA,a,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/harmonized/TTO/CSSP/data_arm
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Encuesta Continua de Hogares,ECH,Spanish,2009,NA,Instituto Nacional de Estadística,INE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2009,NA,National,CSC,Uruguay,URY,NA,NA,NA,NA,NA,NA,NA,a,Nacional,46936,132599,NA,NA,NA,\\Sdssrv03\surveys\survey\URY\ECH\2009\a\docs,NA,\\Sdssrv03\surveys/survey/URY/ECH/2009/a,NA,\\Sdssrv03\surveys/survey/URY/ECH/2009/a/data_orig,\\Sdssrv03\surveys/harmonized/URY/ECH/data_arm
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Encuesta de Hogares por Muestreo,EHM,Spanish,2009,NA,Oficina Central de Estadística e Informática,OCEI,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2009,Semestral,National,CAN,Venezuela,VEN,NA,NA,NA,NA,NA,NA,NA,s1,Nacional,39157,163896,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Encuesta de Hogares por Muestreo,EHM,Spanish,2009,NA,Oficina Central de Estadística e Informática,OCEI,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2009,NA,National,CAN,Venezuela,VEN,NA,NA,NA,NA,NA,NA,NA,s2,Nacional,37147,154482,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/VEN/EHM/2009/s2,NA,\\Sdssrv03\surveys/survey/VEN/EHM/2009/s2/data_orig,\\Sdssrv03\surveys/harmonized/VEN/EHM/data_arm
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Encuesta Permanente de Hogares - Continua,EPHC,Spanish,2010,NA,Instituto Nacional de Estadísticas y Censos,INDEC,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2010,Semestral,National,CSC,Argentina,ARG,NA,NA,NA,NA,NA,NA,NA,s1,31 Aglomerados urbanos,35291,118222,NA,NA,NA,\\Sdssrv03\surveys\survey\ARG\EPHC\2010\s1\docs,NA,\\Sdssrv03\surveys/survey/ARG/EPHC/2010/s1,\\Sdssrv03\surveys\survey\ARG\EPHC\2010\s1\data_merge,\\Sdssrv03\surveys/survey/ARG/EPHC/2010/s1/data_orig,\\Sdssrv03\surveys/harmonized/ARG/EPHC/data_arm
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Encuesta Permanente de Hogares - Continua,EPHC,Spanish,2010,NA,Instituto Nacional de Estadísticas y Censos,INDEC,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2010,Trimestral,National,CSC,Argentina,ARG,NA,NA,NA,NA,NA,NA,NA,s2,31 Aglomerados urbanos,35857,118833,NA,NA,NA,\\Sdssrv03\surveys\survey\ARG\EPHC\2010\s2\docs,NA,\\Sdssrv03\surveys/survey/ARG/EPHC/2012/t4,\\Sdssrv03\surveys\survey\ARG\EPHC\2010\s2\data_merge,\\Sdssrv03\surveys/survey/ARG/EPHC/2010/s2/data_orig,\\Sdssrv03\surveys/harmonized/ARG/EPHC/data_arm
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Encuesta Permanente de Hogares - Continua,EPHC,Spanish,2010,NA,Instituto Nacional de Estadísticas y Censos,INDEC,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2010,Trimestral,National,CSC,Argentina,ARG,NA,NA,NA,NA,NA,NA,NA,t1,31 Aglomerados urbanos,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/ARG/EPHC/2010/t1,\\Sdssrv03\surveys\survey\ARG\EPHC\2010\t1\data_merge,\\Sdssrv03\surveys/survey/ARG/EPHC/2010/t1/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Encuesta Permanente de Hogares - Continua,EPHC,Spanish,2010,NA,Instituto Nacional de Estadísticas y Censos,INDEC,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2010,Trimestral,National,CSC,Argentina,ARG,NA,NA,NA,NA,NA,NA,NA,t2,31 Aglomerados urbanos,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/ARG/EPHC/2010/t2,\\Sdssrv03\surveys\survey\ARG\EPHC\2010\t2\data_merge,\\Sdssrv03\surveys/survey/ARG/EPHC/2010/t2/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Encuesta Anual de Hogares Urbanos,EAHU,Spanish,2010,NA,Instituto Nacional de Estadísticas y Censos,INDEC,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2010,Trimestral,National,CSC,Argentina,ARG,NA,NA,NA,NA,NA,NA,NA,t3,31 Aglomerados urbanos,NA,NA,NA,NA,NA,\\Sdssrv03\surveys\survey\ARG\EAHU\2010\t3\docs,NA,\\Sdssrv03\surveys/survey/ARG/EAHU/2010/t3,NA,\\Sdssrv03\surveys/survey/ARG/EAHU/2010/t3/data_orig,na
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Encuesta Permanente de Hogares - Continua,EPHC,Spanish,2010,NA,Instituto Nacional de Estadísticas y Censos,INDEC,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2010,Trimestral,National,CSC,Argentina,ARG,NA,NA,NA,NA,NA,NA,NA,t3,31 Aglomerados urbanos,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/ARG/EPHC/2010/t3,\\Sdssrv03\surveys\survey\ARG\EPHC\2010\t3\data_merge,\\Sdssrv03\surveys/survey/ARG/EPHC/2010/t3/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Encuesta Permanente de Hogares - Continua,EPHC,Spanish,2010,NA,Instituto Nacional de Estadísticas y Censos,INDEC,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2010,Trimestral,National,CSC,Argentina,ARG,NA,NA,NA,NA,NA,NA,NA,t4,31 Aglomerados urbanos,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/ARG/EPHC/2010/t4,\\Sdssrv03\surveys\survey\ARG\EPHC\2010\t4\data_merge,\\Sdssrv03\surveys/survey/ARG/EPHC/2010/t4/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Census,Census,English,2010,NA,Statistical Service Department,SSD,NA,NA,NA,NA,Microdata,Census,Cross-sectional,Census,NA,SCL,NA,NA,2010,NA,National,CCB,Barbados,BRB,NA,NA,NA,NA,NA,NA,NA,a,Nacional,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Continuous Labor Force Survey,CLFS,English,2010,NA,Statistical Service Department,SSD,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2010,Anual,National,CCB,Barbados,BRB,NA,NA,NA,NA,NA,NA,NA,a,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Survey of Living Conditions,SLC,English,2010,NA,Barbados Statistical Services,BSS,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2010,NA,National,CCB,Barbados,BRB,NA,NA,NA,NA,NA,NA,NA,m1-m4,Nacional,2425,6973,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Country Assessment of Living Conditions,CALC,English,2010,NA,Statistical Service Department,SSD,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2010,NA,National,CCB,Barbados,BRB,NA,NA,NA,NA,NA,NA,NA,m2,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta de Empleo,EE,Spanish,2010,NA,Instituto Nacional de Estadística,INE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2010,Trimestral,National,CAN,Bolivia,BOL,NA,NA,NA,NA,NA,NA,NA,t1,Nacional,7416,28502,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta de Empleo,EE,Spanish,2010,NA,Instituto Nacional de Estadística,INE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2010,Trimestral,National,CAN,Bolivia,BOL,NA,NA,NA,NA,NA,NA,NA,t2,Nacional,7430,28615,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Nova Pesquisa Mensal de Emprego,NPME,Portugues,2010,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2010,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m1,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/2010/m1,NA,\\Sdssrv03\surveys/survey/BRA/2010/m1/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Nova Pesquisa Mensal de Emprego,NPME,Portugues,2010,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2010,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m10,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/2010/m10,NA,\\Sdssrv03\surveys/survey/BRA/2010/m10/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Nova Pesquisa Mensal de Emprego,NPME,Portugues,2010,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2010,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m11,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/2010/m11,NA,\\Sdssrv03\surveys/survey/BRA/2010/m11/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Nova Pesquisa Mensal de Emprego,NPME,Portugues,2010,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2010,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m12,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/2010/m12,NA,\\Sdssrv03\surveys/survey/BRA/2010/m12/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Nova Pesquisa Mensal de Emprego,NPME,Portugues,2010,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2010,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m2,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/2010/m2,NA,\\Sdssrv03\surveys/survey/BRA/2010/m2/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Nova Pesquisa Mensal de Emprego,NPME,Portugues,2010,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2010,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m3,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/2010/m3,NA,\\Sdssrv03\surveys/survey/BRA/2010/m3/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Nova Pesquisa Mensal de Emprego,NPME,Portugues,2010,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2010,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m4,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/2010/m4,NA,\\Sdssrv03\surveys/survey/BRA/2010/m4/data_orig,NA
